Census Tract,California County,ZIP,Approximate Location,Longitude,Latitude,Traffic
6037406602,Los Angeles,91790,West Covina,-117.9318958,34.0542813,662.4449774
6107002203,Tulare ,93274,Tulare,-119.3755912,36.2182393,335.2675479
6037650902,Los Angeles,90501,Torrance,-118.3192551,33.8251807,1121.230536
6037405900,Los Angeles,91722,Covina,-117.8902516,34.1030754,722.3708807
6073010014,San Diego,92154,Unincorporated San Diego County area,-116.9784514,32.5754388,694.1635153
6007001200,Butte ,95928,Chico,-121.8142432,39.6982253,438.6363572
6085505303,Santa Clara,95050,Santa Clara,-121.9639652,37.3583043,1497.89312
6071007302,San Bernardino,92373,Loma Linda,-117.2307072,34.0226242,583.4151109
6037401312,Los Angeles,91773,San Dimas,-117.8289334,34.0988537,1342.279129
6037405500,Los Angeles,91790,West Covina,-117.9284554,34.0788823,1674.331054
6037401203,Los Angeles,91740,Glendora,-117.853784,34.1111653,1929.48163
6037111205,Los Angeles,91325,Los Angeles,-118.5352005,34.2540547,889.1301489
6037141302,Los Angeles,91403,Los Angeles,-118.46283,34.1536798,5306.142547
6073010003,San Diego,92154,San Diego,-117.0440935,32.5788424,1763.283039
6037910715,Los Angeles,93550,Palmdale,-118.0700947,34.5546511,840.1540351
6071010424,San Bernardino,92285,Unincorporated San Bernardino County area,-116.6221331,34.3821714,190.4509175
6073008702,San Diego,92123,San Diego,-117.155885,32.7883567,2313.314449
6001438201,Alameda ,94544,Hayward,-122.0764254,37.6261949,3342.745751
6073010015,San Diego,92154,San Diego,-116.9530603,32.560142,5129
6071008901,San Bernardino,93555,Unincorporated San Bernardino County area,-117.3023776,35.5376297,69.70177547
6037275603,Los Angeles,90230,Los Angeles,-118.4066251,33.9864759,2077.096205
6099000906,Stanislaus ,95355,Modesto,-120.9324338,37.6596108,688.6330236
6065046900,Riverside ,92239,Unincorporated Riverside County area,-115.3687419,33.7785595,380.1248932
6073006802,San Diego,92106,San Diego,-117.218481,32.7501717,905.5370831
6037408136,Los Angeles,91792,West Covina,-117.8755476,34.0089143,566.5573917
6037571502,Los Angeles,90807,Long Beach,-118.1835447,33.8421855,951.2175963
6065042521,Riverside ,92553,Moreno Valley,-117.2272172,33.9220397,580.2481601
6097151305,Sonoma ,94928,Rohnert Park,-122.7067009,38.3433893,1395.58474
6037267700,Los Angeles,90025,Los Angeles,-118.4441611,34.0387144,4623.029151
6037181300,Los Angeles,90041,Los Angeles,-118.2236529,34.1360845,2794.416207
6067004203,Sacramento ,95822,Sacramento,-121.4743864,38.4881988,603.1326616
6059099703,Orange ,92683,Westminster,-117.9850502,33.7338098,2439.200334
6037183702,Los Angeles,90042,Los Angeles,-118.1836835,34.1048444,1335.725289
6055200804,Napa ,94558,Napa,-122.3074339,38.2946539,881.8079378
6071000503,San Bernardino,91710,Chino,-117.7067276,34.0153204,446.2031065
6067009800,Sacramento ,95641,Unincorporated Sacramento County area,-121.6964377,38.0962278,562.5389294
6029005201,Kern ,93285,Unincorporated Kern County area,-118.5033077,35.6862875,61.0566991
6037123902,Los Angeles,91607,Los Angeles,-118.3922288,34.1758783,2859.984428
6067007202,Sacramento ,95673,Rio Linda,-121.4246506,38.6830858,491.8059146
6037481714,Los Angeles,91754,Monterey Park,-118.1283526,34.0643236,869.0629537
6071009110,San Bernardino,92394,Victorville,-117.3677478,34.5367769,462.4803594
6087110502,Santa Cruz,95076,Watsonville,-121.769617,36.9300262,776.2769583
6083002303,Santa Barbara,93458,Santa Maria,-120.4445191,34.9641603,452.6251679
6037189102,Los Angeles,90027,Los Angeles,-118.2884331,34.1126008,1382.72165
6083002306,Santa Barbara,93458,Unincorporated Santa Barbara County area,-120.4662189,34.9769533,558.0015965
6085503210,Santa Clara,95111,San Jose,-121.8229385,37.2904578,1058.911184
6059099223,Orange ,92683,Westminster,-117.9590751,33.7376141,1056.443725
6107003501,Tulare ,93257,Unincorporated Tulare County area,-119.0847036,36.0906458,284.1017561
6057000501,Nevada ,95945,Grass Valley,-121.0671814,39.2334936,552.388425
6099000905,Stanislaus ,95355,Modesto,-120.9486971,37.6601322,885.9578377
6071012103,San Bernardino,92356,Lucerne Valley,-116.9358977,34.4032519,165.3234108
6071011600,San Bernardino,92347,Unincorporated San Bernardino County area,-117.2941317,35.0494454,310.3355213
6059087101,Orange ,92804,Anaheim,-117.9633147,33.8323796,835.0893825
6013374000,Contra Costa,94804,Richmond,-122.3414882,37.9394176,482.2053564
6109001200,Tuolumne ,95370,Unincorporated Tuolumne County area,-120.3618958,38.0034086,604.9760466
6037480102,Los Angeles,91775,East San Gabriel,-118.0849636,34.1081896,760.782582
6085503217,Santa Clara,95111,San Jose,-121.8303183,37.2867501,1304.387077
6071000817,San Bernardino,91786,Upland,-117.6834894,34.1139306,728.0743665
6037461700,Los Angeles,91103,Pasadena,-118.1655566,34.1583127,1045.799608
6037135111,Los Angeles,91303,Los Angeles,-118.6102388,34.1924609,1047.952483
6059011711,Orange ,92831,Fullerton,-117.8692764,33.8856931,747.9414091
6101050402,Sutter ,95991,Unincorporated Sutter County area,-121.6216316,39.0836731,557.8585753
6073013903,San Diego,91977,La Presa,-116.996053,32.7017506,1423.643405
6085500800,Santa Clara,95110,San Jose,-121.8953781,37.330401,1424.329111
6037211121,Los Angeles,90004,Los Angeles,-118.2854106,34.0730101,1830.797472
6037139200,Los Angeles,91316,Los Angeles,-118.5246447,34.1756962,3153.781923
6037117301,Los Angeles,91343,Los Angeles,-118.4896512,34.2421587,904.4525312
6101050701,Sutter ,95953,Live Oak,-121.653915,39.2827425,666.599697
6037406000,Los Angeles,91722,Covina,-117.9014269,34.0922319,731.526842
6065044403,Riverside ,92561,Unincorporated Riverside County area,-116.4728576,33.4680494,184.8792201
6059074110,Orange ,92704,Santa Ana,-117.900654,33.7097314,630.7560778
6065045213,Riverside ,92201,Indio,-116.2596224,33.7142853,872.8805435
6073012304,San Diego,91910,Chula Vista,-117.0701179,32.6439929,785.6292223
6037501700,Los Angeles,90605,Whittier,-118.0198835,33.9618209,1167.673798
6059088901,Orange ,92844,Garden Grove,-117.9622131,33.7606739,2541.068596
6001405800,Alameda ,94606,Oakland,-122.2330985,37.7939452,106.5291818
6001430500,Alameda ,94578,Castro Valley,-122.1091519,37.704911,1451.44946
6053000103,Monterey ,93906,Salinas,-121.6495279,36.7132772,728.6342552
6059011712,Orange ,92870,Placentia,-117.8702302,33.8766552,748.8222145
6065040901,Riverside ,92505,Riverside,-117.4898954,33.913354,688.7430793
6059074111,Orange ,92704,Santa Ana,-117.8928808,33.7090417,825.4731032
6043000101,Mariposa ,95338,Unincorporated Mariposa County area,-120.110972,37.5477768,59.00017585
6067001900,Sacramento ,95818,Sacramento,-121.4773744,38.5618891,1421.08599
6029005506,Kern ,93560,Unincorporated Kern County area,-118.3200023,34.885114,148.457387
6067009322,Sacramento ,95624,Elk Grove,-121.389656,38.4461568,1615.705073
6071012104,San Bernardino,92356,Unincorporated San Bernardino County area,-116.958778,34.636683,186.8691571
6037650102,Los Angeles,90504,Torrance,-118.3325936,33.8697417,3408.368697
6069000502,San Benito,95023,Unincorporated San Benito County area,-121.3840211,36.8531984,345.3180006
6065041809,Riverside ,92881,Corona,-117.5449816,33.8557402,1344.855089
6073016402,San Diego,92021,Granite Hills,-116.9101919,32.8091378,794.8038576
6073016617,San Diego,92071,Santee,-116.9721473,32.835197,1376.427537
6085501300,Santa Clara,95112,San Jose,-121.8745424,37.3387146,435.4993858
6067003000,Sacramento ,95820,Sacramento,-121.4295972,38.5358637,452.5688956
6037403901,Los Angeles,91740,Glendora,-117.873247,34.1215084,3181.391361
6107001400,Tulare ,93221,Unincorporated Tulare County area,-119.1202602,36.3259261,330.0635361
6073003108,San Diego,91977,La Presa,-117.0155941,32.7074478,1166.909084
6085512508,Santa Clara,95020,Gilroy,-121.5788616,37.0047364,412.2142515
6099002803,Stanislaus ,95355,Modesto,-120.9154999,37.6679063,572.7027992
6053011202,Monterey ,93927,Greenfield,-121.2387759,36.3298137,473.0403985
6071000103,San Bernardino,91709,Chino Hills,-117.7524244,34.0155703,2447.009927
6073013802,San Diego,91977,Spring Valley,-117.0104099,32.734589,1434.581919
6073008359,San Diego,92126,San Diego,-117.1204728,32.9103179,2295.769878
6001440307,Alameda ,94587,Union City,-122.0486869,37.5911419,3305.371697
6001438400,Alameda ,94545,Hayward,-122.082604,37.6184511,1690.411658
6073008339,San Diego,92121,San Diego,-117.231235,32.9028483,1581.702167
6037573403,Los Angeles,90755,Signal Hill,-118.1589588,33.7986075,760.9743088
6001410300,Alameda ,94603,Oakland,-122.1661407,37.7466798,635.7233183
6037403312,Los Angeles,91789,Industry,-117.8308645,34.0116871,3322.925611
6037400603,Los Angeles,91010,Azusa,-117.9217301,34.1546148,381.4737256
6075020200,San Francisco,94103,San Francisco,-122.4241789,37.7671163,708.6930278
6065042214,Riverside ,92557,Unincorporated Riverside County area,-117.2917944,33.9794836,809.2784765
6095253101,Solano ,95688,Vacaville,-122.0063092,38.3505074,1690.124185
6071004509,San Bernardino,92407,Unincorporated San Bernardino County area,-117.3024789,34.1770857,423.2465882
6073013309,San Diego,91911,Chula Vista,-117.0337536,32.6183278,1685.407713
6075022802,San Francisco,94110,San Francisco,-122.4062322,37.7589152,3273.393341
6037401602,Los Angeles,91750,La Verne,-117.7639908,34.1060815,624.3095057
6071008710,San Bernardino,92399,Yucaipa,-117.0490963,34.0257037,380.5793387
6007002500,Butte ,95965,Unincorporated Butte County area,-121.5372499,39.5808681,293.0139914
6095252904,Solano ,95688,Vacaville,-121.9310061,38.4043615,886.6325719
6019003103,Fresno ,93612,Clovis,-119.7203949,36.7976616,590.2510212
6037131200,Los Angeles,91325,Los Angeles,-118.514231,34.2147262,597.8179821
6001428000,Alameda ,94501,Alameda,-122.2475404,37.7666414,537.2926036
6083002011,Santa Barbara,93455,Santa Maria,-120.4616815,34.9053343,663.9923758
6001425104,Alameda ,94608,Emeryville,-122.2833798,37.8326526,793.7501412
6013386000,Contra Costa,94530,El Cerrito,-122.3155835,37.9226169,1586.480249
6059086902,Orange ,92804,Anaheim,-117.9977753,33.8247012,1534.717706
6067008801,Sacramento ,95655,Mather,-121.2785982,38.5492278,657.615876
6001438203,Alameda ,94544,Hayward,-122.0573943,37.6155886,1243.379208
6075026100,San Francisco,94112,San Francisco,-122.4431582,37.7196219,1415.982382
6037300400,Los Angeles,91214,Glendale,-118.2563984,34.2284593,1736.549403
6037405301,Los Angeles,91722,West Covina,-117.937833,34.085166,515.9225524
6037403303,Los Angeles,91789,Industry,-117.8593531,34.0024101,1608.627916
6059099204,Orange ,92683,Westminster,-117.9503802,33.7377201,1001.237568
6047001101,Merced ,95340,Merced,-120.4601195,37.3252966,534.2128773
6059075404,Orange ,92705,Santa Ana,-117.8477516,33.7679798,955.4704034
6013313103,Contra Costa,94565,Unincorporated Contra Costa County area,-121.875401,37.9809405,624.3785168
6075020900,San Francisco,94110,San Francisco,-122.4184125,37.7518186,802.1071029
6037405800,Los Angeles,91722,Covina,-117.9126798,34.1033944,837.0313302
6111004600,Ventura ,93042,Unincorporated Ventura County area,-119.1160918,34.1061405,377.790839
6077005405,San Joaquin,95376,Tracy,-121.421163,37.7324326,520.5716844
6107002004,Tulare ,93277,Visalia,-119.3405353,36.3055269,496.1615447
6071002307,San Bernardino,92336,Fontana,-117.4162682,34.1176605,218.7000036
6071001311,San Bernardino,91730,Rancho Cucamonga,-117.5989117,34.0855935,508.3819047
6037124500,Los Angeles,91401,Los Angeles,-118.4267703,34.1722741,844.5551409
6111003802,Ventura ,93033,Oxnard,-119.1816278,34.1781865,1055.785369
6067007406,Sacramento ,95660,North Highlands,-121.3838886,38.6977784,600.4251661
6065050900,Riverside ,92507,Riverside,-117.3011639,33.9384446,2715.215287
6065041702,Riverside ,92882,Corona,-117.576529,33.8674156,287.8277077
6053001200,Monterey ,93901,Salinas,-121.6493229,36.6646451,597.0303859
6065045000,Riverside ,92234,Cathedral City,-116.4698341,33.7750205,890.0575558
6037214501,Los Angeles,90036,Los Angeles,-118.3578948,34.0712362,1220.115178
6107002009,Tulare ,93277,Visalia,-119.3440073,36.3172622,707.8627598
6075017700,San Francisco,94103,San Francisco,-122.4124868,37.7680392,1413.783002
6037401101,Los Angeles,91740,Glendora,-117.8541745,34.1234558,2692.766693
6001405500,Alameda ,94606,Oakland,-122.243279,37.7982821,217.5088524
6065043509,Riverside ,92583,Unincorporated Riverside County area,-116.9556879,33.7970346,448.226028
6111000800,Ventura ,93060,Unincorporated Ventura County area,-119.1192691,34.3846679,509.3084056
6007001100,Butte ,95928,Unincorporated Butte County area,-121.8514478,39.711661,331.0231096
6065040903,Riverside ,92505,Riverside,-117.5003175,33.91938,311.0630482
6001430800,Alameda ,94546,Castro Valley,-122.0650347,37.6992244,1437.466491
6061020908,Placer ,95747,Unincorporated Placer County area,-121.3164942,38.7393452,545.3101208
6073016804,San Diego,92040,Lakeside,-116.9141796,32.8654251,612.2067719
6065045501,Riverside ,92201,Indio,-116.2261101,33.7070064,870.8134027
6085503703,Santa Clara,95116,San Jose,-121.8394637,37.3456739,2369.086123
6065030700,Riverside ,92506,Riverside,-117.3889779,33.9675571,522.4771313
6067009608,Sacramento ,95758,Sacramento,-121.4161865,38.4477217,1656.472257
6019001409,Fresno ,93727,Fresno,-119.7091895,36.7290408,856.6590004
6101050301,Sutter ,95991,Yuba City,-121.6292546,39.1196085,843.8493233
6019005509,Fresno ,93611,Fresno,-119.7386631,36.8448439,807.8086518
6037212620,Los Angeles,90005,Los Angeles,-118.3130597,34.0563607,1153.567822
6037900609,Los Angeles,93535,Lancaster,-118.0999054,34.7059962,274.4005725
6037125502,Los Angeles,91602,Los Angeles,-118.3655446,34.1566286,2046.828964
6099001001,Stanislaus ,95355,Modesto,-120.9656989,37.6591088,866.693421
6001983200,Alameda ,94607,Oakland,-122.277268,37.7959455,1796.64227
6095250103,Solano ,94591,Vallejo,-122.2216027,38.1164685,2159.560847
6065046401,Riverside ,92530,Unincorporated Riverside County area,-117.4050045,33.5708213,542.9350965
6037408724,Los Angeles,91748,Rowland Heights,-117.9033277,33.9841386,886.6128181
6037462302,Los Angeles,91106,Pasadena,-118.1268012,34.1490435,2534.919274
6065046601,Riverside ,92860,Norco,-117.5681132,33.9219056,541.7873688
6071002607,San Bernardino,92337,Fontana,-117.4512207,34.0404498,316.6936638
6037461502,Los Angeles,91103,Pasadena,-118.1462036,34.1752067,518.9981641
6071010012,San Bernardino,92345,Hesperia,-117.2683614,34.4540611,1994.67467
6037650001,Los Angeles,90504,Torrance,-118.319173,33.8792212,916.2344934
6059110110,Orange ,90630,Cypress,-118.0297412,33.8305662,1070.414951
6085501101,Santa Clara,95112,San Jose,-121.8919669,37.3480957,353.1317156
6059110401,Orange ,90620,Buena Park,-117.9934179,33.8529079,3200.298763
6023001000,Humboldt ,95521,Arcata,-124.080234,40.8665615,759.1851535
6059063904,Orange ,92626,Costa Mesa,-117.8989115,33.6714514,2397.489971
6001410400,Alameda ,94603,Oakland,-122.1621741,37.7408161,423.7274244
6037192001,Los Angeles,90046,Los Angeles,-118.3472967,34.0852271,1407.46846
6055200704,Napa ,94558,Unincorporated Napa County area,-122.3154029,38.3153638,1076.694787
6071003605,San Bernardino,92316,Rialto,-117.392117,34.0813583,457.8152841
6037481902,Los Angeles,91803,Alhambra,-118.1501366,34.0661164,1949.475389
6037206020,Los Angeles,90012,Los Angeles,-118.2311153,34.0571168,1951.413014
6073015701,San Diego,92021,El Cajon,-116.9420918,32.7977009,720.7491487
6037550602,Los Angeles,90240,Downey,-118.1223634,33.9551248,1004.917269
6073006500,San Diego,92110,San Diego,-117.2008368,32.7521188,1340.764129
6081602000,San Mateo,94080,South San Francisco,-122.4203403,37.6678381,306.6552894
6059110301,Orange ,90620,Buena Park,-118.0275847,33.8534538,3066.817854
6067008905,Sacramento ,95670,Rancho Cordova,-121.2967505,38.5983186,373.4464494
6037310202,Los Angeles,91501,Burbank,-118.2959084,34.1865849,257.0122014
6081600100,San Mateo,94005,Brisbane,-122.4084093,37.6877413,1654.010214
6073010010,San Diego,92154,San Diego,-117.0636964,32.5783698,481.7627449
6089012301,Shasta ,96007,Unincorporated Shasta County area,-122.352295,40.4748672,591.8236641
6037920030,Los Angeles,91351,Santa Clarita,-118.4898281,34.4151371,1271.9999
6037181000,Los Angeles,90041,Los Angeles,-118.2043862,34.1452669,3526.668938
6037702802,Los Angeles,90066,Culver City,-118.4165623,34.0053553,3573.006073
6065042720,Riverside ,92548,Unincorporated Riverside County area,-117.1147818,33.7737277,704.9501348
6077005502,San Joaquin,95377,Unincorporated San Joaquin County area,-121.4377118,37.6257014,559.1899557
6113011206,Yolo ,95776,Unincorporated Yolo County area,-121.6576581,38.6961871,352.7881345
6037111201,Los Angeles,91344,Los Angeles,-118.5101489,34.2748338,3092.14405
6021010100,Glenn ,95963,Orland,-122.1823274,39.744188,522.0715724
6065042731,Riverside ,92585,Menifee,-117.2214271,33.7377126,1359.783997
6059099247,Orange ,92704,Santa Ana,-117.9331,33.7416273,1054.758588
6077005501,San Joaquin,95304,Unincorporated San Joaquin County area,-121.3122819,37.7017335,343.567852
6085509000,Santa Clara,94085,Sunnyvale,-122.0216787,37.3922706,2228.421977
6037269903,Los Angeles,90034,Los Angeles,-118.4064763,34.0209031,1254.906456
6073013908,San Diego,91977,La Presa,-117.0050292,32.7112382,1417.321912
6065046101,Riverside ,92225,Blythe,-114.5838963,33.6142234,135.4659742
6037186100,Los Angeles,90065,Los Angeles,-118.2299818,34.1284623,2325.538793
6111005403,Ventura ,93010,Camarillo,-119.0342535,34.2219343,946.7920238
6013370000,Contra Costa,94805,Richmond,-122.322249,37.93966,1938.141795
6075017801,San Francisco,94107,San Francisco,-122.4011589,37.7820284,1830.219402
6037575002,Los Angeles,90804,Long Beach,-118.1434676,33.7857845,1154.116807
6073003208,San Diego,92139,San Diego,-117.0452492,32.6786956,878.0157344
6095253300,Solano ,95620,Unincorporated Solano County area,-121.7998024,38.4198882,798.1627131
6005000304,Amador ,95640,Unincorporated Amador County area,-120.9220547,38.2814338,212.7276522
6073010501,San Diego,91932,Imperial Beach,-117.1255468,32.5854741,630.9723969
6045010700,Mendocino ,95490,Unincorporated Mendocino County area,-123.3671818,39.4223312,491.3712729
6013387000,Contra Costa,94530,El Cerrito,-122.3059348,37.917033,498.9218317
6037650401,Los Angeles,90503,Torrance,-118.3368653,33.8428957,1296.240433
6059075401,Orange ,92706,Santa Ana,-117.860883,33.7674578,4934.428928
6059087701,Orange ,92804,Anaheim,-117.9588851,33.8214013,592.3735711
6075011300,San Francisco,94108,San Francisco,-122.4093492,37.7946971,557.0802315
6077003112,San Joaquin,95207,Stockton,-121.3395677,37.9919111,1643.549758
6073020211,San Diego,92027,Escondido,-117.0640169,33.1335333,603.9047415
6071002801,San Bernardino,92336,Fontana,-117.4447262,34.1102338,927.6237364
6059099227,Orange ,92708,Fountain Valley,-117.9248182,33.7239938,1140.752348
6037910603,Los Angeles,93550,Palmdale,-118.0850295,34.565463,604.7889764
6073012303,San Diego,91910,Chula Vista,-117.0732999,32.6512908,1293.429049
6041112100,Marin ,94901,San Rafael,-122.5205522,37.9610288,1427.373671
6085512506,Santa Clara,95020,Gilroy,-121.5817971,37.0230024,516.415003
6075026401,San Francisco,94134,San Francisco,-122.4112834,37.7135251,395.3578437
6037189800,Los Angeles,90046,Los Angeles,-118.3590366,34.0982925,1295.247482
6037501802,Los Angeles,90602,Whittier,-118.0292523,33.9679116,1135.174669
6111003011,Ventura ,93036,Oxnard,-119.1903853,34.224257,710.2910564
6071002703,San Bernardino,92377,Rialto,-117.4255984,34.1650715,429.3948683
6001437701,Alameda ,94544,Hayward,-122.0697491,37.6348665,976.8243304
6071011401,San Bernardino,92314,Big Bear City,-116.8481795,34.2528568,226.5161402
6073020601,San Diego,92025,Escondido,-117.0779507,33.1142976,562.9454132
6073008505,San Diego,92117,San Diego,-117.1850238,32.8402976,1458.697825
6013303203,Contra Costa,94513,Brentwood,-121.7320102,37.9471133,1129.056581
6073013702,San Diego,91977,Spring Valley,-116.9969521,32.7405936,501.7346912
6059110014,Orange ,90720,Los Alamitos,-118.0632084,33.8013108,1326.248391
6037183402,Los Angeles,90041,Los Angeles,-118.2164099,34.1257206,1107.102855
6059099248,Orange ,92704,Santa Ana,-117.9244479,33.741693,1285.244482
6001436700,Alameda ,94541,Hayward,-122.1005196,37.6619708,3213.706778
6065043312,Riverside ,92543,Hemet,-116.960699,33.7312673,680.0038613
6059099226,Orange ,92708,Fountain Valley,-117.9329082,33.7235974,1031.440481
6089011702,Shasta ,96019,Shasta Lake,-122.3702773,40.6711236,343.212847
6001430900,Alameda ,94546,Castro Valley,-122.0828322,37.6982784,773.1136642
6037267502,Los Angeles,90025,Los Angeles,-118.4621616,34.0375502,1156.515083
6107001901,Tulare ,93277,Visalia,-119.3028348,36.3092952,578.5401509
6111003300,Ventura ,93030,Oxnard,-119.1858676,34.2135354,926.7266137
6071002109,San Bernardino,91764,Ontario,-117.5652839,34.0754307,2497.23209
6001408400,Alameda ,94605,Oakland,-122.1709595,37.7646056,389.2543526
6067005510,Sacramento ,95825,Arden-Arcade,-121.4060948,38.5851649,525.820348
6023010901,Humboldt ,95540,Fortuna,-124.1377835,40.5984451,162.995892
6037901009,Los Angeles,93536,Lancaster,-118.1746568,34.6821498,793.4442719
6071000113,San Bernardino,91709,Chino Hills,-117.7039952,33.9705846,809.6873993
6115040600,Yuba ,95961,Olivehurst,-121.5468773,39.0841363,698.9396755
6037403902,Los Angeles,91740,Glendora,-117.8724805,34.1120835,1491.465185
6037501503,Los Angeles,90601,Whittier,-118.0364753,33.9861018,542.2895868
6037406412,Los Angeles,91791,West Covina,-117.8984872,34.0628294,567.7180432
6073003112,San Diego,92114,San Diego,-117.0628402,32.7058788,354.4057552
6075022901,San Francisco,94110,San Francisco,-122.4139453,37.7511975,630.9349986
6013313205,Contra Costa,94565,Pittsburg,-121.9168577,38.0162998,1574.50455
6037137402,Los Angeles,91364,Los Angeles,-118.6249487,34.1554628,2550.160297
6037275101,Los Angeles,90230,Los Angeles,-118.4045296,33.9992665,5114.931895
6037106020,Los Angeles,91342,Los Angeles,-118.429739,34.3230145,1037.527848
6071003603,San Bernardino,92376,Rialto,-117.39214,34.0886323,515.7447633
6059075816,Orange ,92869,Orange,-117.8185009,33.7920455,849.0947068
6085500600,Santa Clara,95126,San Jose,-121.9145491,37.3334189,627.1892495
6079011103,San Luis Obispo,93401,San Luis Obispo,-120.6603827,35.2563505,1565.382031
6001432300,Alameda ,94577,San Leandro,-122.1656193,37.7308826,819.8667512
6037141303,Los Angeles,91403,Los Angeles,-118.4552476,34.1549353,5552.818695
6013302006,Contra Costa,94561,Unincorporated Contra Costa County area,-121.7134904,38.0217527,484.3347652
6037702002,Los Angeles,90405,Santa Monica,-118.4861752,34.005774,978.7354911
6011000300,Colusa ,95987,Unincorporated Colusa County area,-122.2818535,39.1078478,176.4637213
6109005100,Tuolumne ,95327,Unincorporated Tuolumne County area,-120.4335241,37.9315151,338.8883877
6067007423,Sacramento ,95842,Foothill Farms,-121.362801,38.6718268,717.7184294
6037401800,Los Angeles,91711,Claremont,-117.7163166,34.1151327,1415.861276
6023000500,Humboldt ,95501,Eureka,-124.1513984,40.8025436,566.9065569
6067009618,Sacramento ,95758,Unincorporated Sacramento County area,-121.466027,38.4423863,1413.030535
6077004106,San Joaquin,95242,Unincorporated San Joaquin County area,-121.3575793,38.1241929,496.7482037
6067008907,Sacramento ,95670,Rancho Cordova,-121.2817018,38.6120369,725.6985904
6111005004,Ventura ,93036,Oxnard,-119.1656216,34.2505709,2162.141243
6073010001,San Diego,92154,San Diego,-117.0554913,32.586813,1233.443066
6007003300,Butte ,95966,Unincorporated Butte County area,-121.5065211,39.3923244,141.0016199
6061021003,Placer ,95678,Roseville,-121.275694,38.7645742,1608.582609
6037119310,Los Angeles,91402,Los Angeles,-118.4516702,34.2450202,801.9608994
6001433102,Alameda ,94578,San Leandro,-122.1335017,37.7021541,897.6412269
6081600700,San Mateo,94014,Daly City,-122.4640012,37.7052459,1755.557849
6077004600,San Joaquin,95220,Collierville,-121.2708622,38.1980539,560.2702509
6067007016,Sacramento ,95834,Unincorporated Sacramento County area,-121.5403508,38.6360432,1323.568228
6037124000,Los Angeles,91607,Los Angeles,-118.4045529,34.1619336,1744.446736
6103000600,Tehama ,96080,Unincorporated Tehama County area,-122.2068646,40.1913614,709.3046323
6065043404,Riverside ,92543,Hemet,-116.9826738,33.7376041,324.4914702
6029003123,Kern ,93311,Bakersfield,-119.0986803,35.3050623,555.8723538
6001422100,Alameda ,94710,Berkeley,-122.2965391,37.8733005,637.3234915
6037269800,Los Angeles,90034,Los Angeles,-118.3968111,34.032045,2501.499402
6037462100,Los Angeles,91104,Pasadena,-118.1369963,34.1634006,755.9247179
6077005308,San Joaquin,95376,Tracy,-121.4440468,37.7436587,1024.844677
6037192410,Los Angeles,90004,Los Angeles,-118.3181008,34.0798577,1111.217214
6037910505,Los Angeles,93550,Palmdale,-118.1039305,34.5617295,667.5921634
6079012401,San Luis Obispo,93444,Nipomo,-120.4790939,35.0336698,984.2004664
6071001808,San Bernardino,91761,Ontario,-117.6187363,34.025502,3351.783366
6037460302,Los Angeles,91001,Altadena,-118.1576938,34.1943756,255.9613644
6073013000,San Diego,91910,Chula Vista,-117.0798163,32.6248441,829.9025448
6037405400,Los Angeles,91722,Vincent,-117.9315739,34.0915037,667.8464706
6059110111,Orange ,90630,Cypress,-118.052434,33.834964,690.3738125
6067009317,Sacramento ,95828,Vineyard,-121.3784794,38.4645729,1061.197887
6067008911,Sacramento ,95670,Rancho Cordova,-121.3171784,38.5877273,390.0017254
6071008704,San Bernardino,92399,Yucaipa,-117.0713358,34.0195359,1171.064108
6073008511,San Diego,92123,San Diego,-117.1415783,32.8259958,1531.121342
6085502002,Santa Clara,95126,San Jose,-121.9208804,37.3194479,1997.450522
6037900506,Los Angeles,93535,Lancaster,-118.1012713,34.681794,479.4449509
6037431502,Los Angeles,91006,North El Monte,-118.0204,34.1024524,580.3985743
6059001901,Orange ,92833,Fullerton,-117.9637238,33.8637759,643.2299331
6037111301,Los Angeles,91344,Los Angeles,-118.5157706,34.261129,603.7994644
6037300902,Los Angeles,91206,Glendale,-118.2004184,34.1541923,5386.757748
6065043216,Riverside ,92591,Temecula,-117.1477073,33.5170351,1766.975358
6059086303,Orange ,92805,Anaheim,-117.8911492,33.8123155,1854.536969
6065044702,Riverside ,92234,Cathedral City,-116.4872959,33.8222736,870.3025567
6037651002,Los Angeles,90501,Torrance,-118.3240449,33.813981,883.7540143
6075980501,San Francisco,94134,San Francisco,-122.4191554,37.7162957,231.3702569
6071011203,San Bernardino,92315,Big Bear Lake,-116.8823112,34.2507714,569.9304679
6071012200,San Bernardino,91710,Chino,-117.6701483,33.9825562,526.338521
6075025701,San Francisco,94134,San Francisco,-122.4121411,37.7315763,2193.179682
6073006600,San Diego,92110,San Diego,-117.2061684,32.745617,1253.725799
6059088201,Orange ,92841,Garden Grove,-117.9631284,33.7958279,874.2010988
6037504001,Los Angeles,90638,La Mirada,-118.016038,33.9092096,817.6673832
6065043206,Riverside ,92562,Murrieta,-117.1918902,33.565141,2509.928464
6037101400,Los Angeles,91042,Los Angeles,-118.2941635,34.2428534,2583.428727
6065040615,Riverside ,91752,Eastvale,-117.5548004,33.9688013,1759.658919
6033001000,Lake ,95453,Unincorporated Lake County area,-122.8861893,38.9890591,226.9059903
6037432101,Los Angeles,91780,Temple City,-118.0429074,34.0958571,483.0630794
6059021903,Orange ,92807,Anaheim,-117.8078596,33.8523243,4415.637345
6059110202,Orange ,92804,Anaheim,-118.0152258,33.8245773,790.3346729
