year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
2000,06,VSP (VALLEY SP),3471,8,3479,1980,175.7,3580,TPOP1Ad0006.pdf
2000,06,SCC (SIERRA CONSERVATION CENTER),342,0,342,320,106.9,320,TPOP1Ad0006.pdf
2000,06,NCWF (NO CAL WOMEN'S FACIL),766,2,768,400,192.0,755,TPOP1Ad0006.pdf
2000,06,CCWF (CENTRAL CA WOMEN'S FAC),3469,4,3473,2004,173.3,3463,TPOP1Ad0006.pdf
2000,06,"CRC (CAL REHAB CTR, WOMEN)",302,482,784,500,156.8,842,TPOP1Ad0006.pdf
2000,06,CIW (CA INSTITUTION FOR WOMEN),1859,38,1897,1026,184.9,1742,TPOP1Ad0006.pdf
2000,06,WSP (WASCO SP),5911,31,5942,2984,199.1,5797,TPOP1Ad0006.pdf
2000,06,SCC (SIERRA CONSERVATION CENTER),6000,0,6000,3606,166.4,5869,TPOP1Ad0006.pdf
2000,06,SVSP (SALINAS VALLEY SP),4204,0,4204,2224,189.0,4156,TPOP1Ad0006.pdf
2000,06,RJD (RJ DONOVAN CORRECTIONAL FAC),4642,0,4642,2200,211.0,4673,TPOP1Ad0006.pdf
2000,06,PVSP (PLEASANT VALLEY SP),4653,0,4653,2208,210.7,4573,TPOP1Ad0006.pdf
2000,06,PBSP (PELICAN BAY SP),3299,0,3299,2280,144.7,3376,TPOP1Ad0006.pdf
2000,06,NKSP (NORTH KERN SP),4946,6,4952,2692,184.0,5089,TPOP1Ad0006.pdf
2000,06,MCSP (MULE CREEK SP),3562,0,3562,1700,209.5,3537,TPOP1Ad0006.pdf
2000,06,ISP (IRONWOOD SP),4637,0,4637,2200,210.8,4565,TPOP1Ad0006.pdf
2000,06,HDSP (HIGH DESERT SP),4315,2,4317,2224,194.1,4310,TPOP1Ad0006.pdf
2000,06,FOL (FOLSOM SP) (MALE),3882,0,3882,2072,187.4,3725,TPOP1Ad0006.pdf
2000,06,DVI (DEUEL VOCATIONAL INSTITUTION),3732,24,3756,1787,210.2,3841,TPOP1Ad0006.pdf
2000,06,CTF (CORRECTIONAL TRAINING FAC),7212,1,7213,3281,219.8,7161,TPOP1Ad0006.pdf
2000,06,CVSP (CHUCKAWALLA VALLEY SP),3618,0,3618,1738,208.2,3664,TPOP1Ad0006.pdf
2000,06,SATF (CA SUBSTANCE ABUSE TREAT FAC),6310,5,6315,3324,190.0,6450,TPOP1Ad0006.pdf
2000,06,"SOL (CA SP, SOLANO)",5862,0,5862,2610,224.6,5762,TPOP1Ad0006.pdf
2000,06,SQ (SAN QUENTIN SP),5944,9,5953,3278,181.6,5613,TPOP1Ad0006.pdf
2000,06,"SAC (CA SP, SACRAMENTO)",2953,0,2953,1728,170.9,3144,TPOP1Ad0006.pdf
2000,06,"LAC (CA SP, LOS ANGELES COUNTY)",4202,0,4202,2200,191.0,4140,TPOP1Ad0006.pdf
2000,06,"COR (CA SP, CORCORAN)",4941,0,4941,3016,163.8,4903,TPOP1Ad0006.pdf
2000,06,CEN (CENTINELA SP),4568,0,4568,2208,206.9,4573,TPOP1Ad0006.pdf
2000,06,CAL (CALIPATRIA SP),4019,0,4019,2208,182.0,4068,TPOP1Ad0006.pdf
2000,06,"CRC (CAL REHAB CTR, MEN)",2649,1362,4011,1814,221.1,3952,TPOP1Ad0006.pdf
2000,06,CMC (CA MEN'S COLONY),6696,1,6697,3884,172.4,6724,TPOP1Ad0006.pdf
2000,06,CMF (CA MEDICAL FAC),3040,0,3040,2315,131.3,3401,TPOP1Ad0006.pdf
2000,06,CIM (CA INSTITUTION FOR MEN),6298,50,6348,3078,206.2,6303,TPOP1Ad0006.pdf
2000,06,CCI (CA CORRECTIONAL INSTITUTION),5250,0,5250,2781,188.8,5528,TPOP1Ad0006.pdf
2000,06,CCC (CA CORRECTIONAL CENTER),5920,0,5920,3682,160.8,5642,TPOP1Ad0006.pdf
2000,06,ASP (AVENAL SP),6558,0,6558,2720,241.1,6578,TPOP1Ad0006.pdf
2000,07,VSP (VALLEY SP),3428,7,3435,1980,173.5,3503,TPOP1Ad0007.pdf
2000,07,SCC (SIERRA CONSERVATION CENTER),325,0,325,320,101.6,320,TPOP1Ad0007.pdf
2000,07,NCWF (NO CAL WOMEN'S FACIL),756,2,758,400,189.5,755,TPOP1Ad0007.pdf
2000,07,CCWF (CENTRAL CA WOMEN'S FAC),3434,6,3440,2004,171.7,3463,TPOP1Ad0007.pdf
2000,07,"CRC (CAL REHAB CTR, WOMEN)",301,500,801,500,160.2,842,TPOP1Ad0007.pdf
2000,07,CIW (CA INSTITUTION FOR WOMEN),1851,30,1881,1026,183.3,1742,TPOP1Ad0007.pdf
2000,07,WSP (WASCO SP),5881,31,5912,2984,198.1,5797,TPOP1Ad0007.pdf
2000,07,SCC (SIERRA CONSERVATION CENTER),6059,0,6059,3606,168.0,5869,TPOP1Ad0007.pdf
2000,07,SVSP (SALINAS VALLEY SP),4206,0,4206,2224,189.1,4156,TPOP1Ad0007.pdf
2000,07,RJD (RJ DONOVAN CORRECTIONAL FAC),4694,0,4694,2200,213.4,4673,TPOP1Ad0007.pdf
2000,07,PVSP (PLEASANT VALLEY SP),4647,0,4647,2208,210.5,4573,TPOP1Ad0007.pdf
2000,07,PBSP (PELICAN BAY SP),3290,1,3291,2280,144.3,3376,TPOP1Ad0007.pdf
2000,07,NKSP (NORTH KERN SP),4934,6,4940,2692,183.5,5089,TPOP1Ad0007.pdf
2000,07,MCSP (MULE CREEK SP),3540,0,3540,1700,208.2,3537,TPOP1Ad0007.pdf
2000,07,ISP (IRONWOOD SP),4587,0,4587,2200,208.5,4565,TPOP1Ad0007.pdf
2000,07,HDSP (HIGH DESERT SP),4338,5,4343,2224,195.3,4310,TPOP1Ad0007.pdf
2000,07,FOL (FOLSOM SP) (MALE),3822,0,3822,2072,184.5,3725,TPOP1Ad0007.pdf
2000,07,DVI (DEUEL VOCATIONAL INSTITUTION),3818,29,3847,1787,215.3,3909,TPOP1Ad0007.pdf
2000,07,CTF (CORRECTIONAL TRAINING FAC),7213,0,7213,3281,219.8,7161,TPOP1Ad0007.pdf
2000,07,CVSP (CHUCKAWALLA VALLEY SP),3621,0,3621,1738,208.3,3664,TPOP1Ad0007.pdf
2000,07,SATF (CA SUBSTANCE ABUSE TREAT FAC),6308,9,6317,3324,190.0,6450,TPOP1Ad0007.pdf
2000,07,"SOL (CA SP, SOLANO)",5790,0,5790,2610,221.8,5762,TPOP1Ad0007.pdf
2000,07,SQ (SAN QUENTIN SP),5830,18,5848,3273,178.7,5533,TPOP1Ad0007.pdf
2000,07,"SAC (CA SP, SACRAMENTO)",2966,0,2966,1728,171.6,3144,TPOP1Ad0007.pdf
2000,07,"LAC (CA SP, LOS ANGELES COUNTY)",4184,0,4184,2200,190.2,4140,TPOP1Ad0007.pdf
2000,07,"COR (CA SP, CORCORAN)",4805,0,4805,3016,159.3,4903,TPOP1Ad0007.pdf
2000,07,CEN (CENTINELA SP),4516,0,4516,2208,204.5,4573,TPOP1Ad0007.pdf
2000,07,CAL (CALIPATRIA SP),4097,0,4097,2208,185.6,4068,TPOP1Ad0007.pdf
2000,07,"CRC (CAL REHAB CTR, MEN)",2632,1357,3989,1814,219.9,3952,TPOP1Ad0007.pdf
2000,07,CMC (CA MEN'S COLONY),6694,0,6694,3884,172.3,6724,TPOP1Ad0007.pdf
2000,07,CMF (CA MEDICAL FAC),2961,0,2961,2315,127.9,3401,TPOP1Ad0007.pdf
2000,07,CIM (CA INSTITUTION FOR MEN),6285,49,6334,3078,205.8,6303,TPOP1Ad0007.pdf
2000,07,CCI (CA CORRECTIONAL INSTITUTION),5262,0,5262,2781,189.2,5497,TPOP1Ad0007.pdf
2000,07,CCC (CA CORRECTIONAL CENTER),5913,0,5913,3682,160.6,5642,TPOP1Ad0007.pdf
2000,07,ASP (AVENAL SP),6603,0,6603,2820,234.1,6678,TPOP1Ad0007.pdf
2000,08,VSP (VALLEY SP),3484,14,3498,1980,176.7,3503,TPOP1Ad0008.pdf
2000,08,SCC (SIERRA CONSERVATION CENTER),313,0,313,320,97.8,320,TPOP1Ad0008.pdf
2000,08,NCWF (NO CAL WOMEN'S FACIL),753,0,753,400,188.3,755,TPOP1Ad0008.pdf
2000,08,CCWF (CENTRAL CA WOMEN'S FAC),3426,5,3431,2004,171.2,3463,TPOP1Ad0008.pdf
2000,08,"CRC (CAL REHAB CTR, WOMEN)",308,474,782,500,156.4,842,TPOP1Ad0008.pdf
2000,08,CIW (CA INSTITUTION FOR WOMEN),1900,26,1926,1026,187.7,1742,TPOP1Ad0008.pdf
2000,08,WSP (WASCO SP),6077,13,6090,2984,204.1,5797,TPOP1Ad0008.pdf
2000,08,SCC (SIERRA CONSERVATION CENTER),6113,0,6113,3606,169.5,5869,TPOP1Ad0008.pdf
2000,08,SVSP (SALINAS VALLEY SP),4218,0,4218,2224,189.7,4156,TPOP1Ad0008.pdf
2000,08,RJD (RJ DONOVAN CORRECTIONAL FAC),4671,0,4671,2200,212.3,4673,TPOP1Ad0008.pdf
2000,08,PVSP (PLEASANT VALLEY SP),4639,0,4639,2208,210.1,4573,TPOP1Ad0008.pdf
2000,08,PBSP (PELICAN BAY SP),3364,0,3364,2280,147.5,3376,TPOP1Ad0008.pdf
2000,08,NKSP (NORTH KERN SP),4948,7,4955,2692,184.1,5089,TPOP1Ad0008.pdf
2000,08,MCSP (MULE CREEK SP),3513,0,3513,1700,206.6,3537,TPOP1Ad0008.pdf
2000,08,ISP (IRONWOOD SP),4654,0,4654,2200,211.5,4565,TPOP1Ad0008.pdf
2000,08,HDSP (HIGH DESERT SP),4330,5,4335,2224,194.9,4310,TPOP1Ad0008.pdf
2000,08,FOL (FOLSOM SP) (MALE),3884,0,3884,2072,187.5,3725,TPOP1Ad0008.pdf
2000,08,DVI (DEUEL VOCATIONAL INSTITUTION),3891,27,3918,1787,219.3,3909,TPOP1Ad0008.pdf
2000,08,CTF (CORRECTIONAL TRAINING FAC),7174,0,7174,3281,218.7,7161,TPOP1Ad0008.pdf
2000,08,CVSP (CHUCKAWALLA VALLEY SP),3647,0,3647,1738,209.8,3664,TPOP1Ad0008.pdf
2000,08,SATF (CA SUBSTANCE ABUSE TREAT FAC),6283,11,6294,3324,189.4,6570,TPOP1Ad0008.pdf
2000,08,"SOL (CA SP, SOLANO)",5758,0,5758,2610,220.6,5762,TPOP1Ad0008.pdf
2000,08,SQ (SAN QUENTIN SP),5920,32,5952,3273,181.9,5533,TPOP1Ad0008.pdf
2000,08,"SAC (CA SP, SACRAMENTO)",2983,0,2983,1728,172.6,3144,TPOP1Ad0008.pdf
2000,08,"LAC (CA SP, LOS ANGELES COUNTY)",4208,0,4208,2200,191.3,4140,TPOP1Ad0008.pdf
2000,08,"COR (CA SP, CORCORAN)",4889,0,4889,3016,162.1,5018,TPOP1Ad0008.pdf
2000,08,CEN (CENTINELA SP),4484,0,4484,2208,203.1,4573,TPOP1Ad0008.pdf
2000,08,CAL (CALIPATRIA SP),4153,0,4153,2208,188.1,4068,TPOP1Ad0008.pdf
2000,08,"CRC (CAL REHAB CTR, MEN)",2595,1389,3984,1814,219.6,3952,TPOP1Ad0008.pdf
2000,08,CMC (CA MEN'S COLONY),6726,0,6726,3884,173.2,6974,TPOP1Ad0008.pdf
2000,08,CMF (CA MEDICAL FAC),3022,0,3022,2315,130.5,3401,TPOP1Ad0008.pdf
2000,08,CIM (CA INSTITUTION FOR MEN),6122,46,6168,3078,200.4,6303,TPOP1Ad0008.pdf
2000,08,CCI (CA CORRECTIONAL INSTITUTION),5353,0,5353,2889,185.3,5744,TPOP1Ad0008.pdf
2000,08,CCC (CA CORRECTIONAL CENTER),5816,0,5816,3682,158.0,5642,TPOP1Ad0008.pdf
2000,08,ASP (AVENAL SP),6798,0,6798,2820,241.1,6870,TPOP1Ad0008.pdf
2000,09,VSP (VALLEY SP),3511,9,3520,1980,177.8,3503,TPOP1Ad0009.pdf
2000,09,SCC (SIERRA CONSERVATION CENTER),335,0,335,320,104.7,320,TPOP1Ad0009.pdf
2000,09,NCWF (NO CAL WOMEN'S FACIL),769,3,772,400,193.0,755,TPOP1Ad0009.pdf
2000,09,CCWF (CENTRAL CA WOMEN'S FAC),3348,8,3356,2004,167.5,3463,TPOP1Ad0009.pdf
2000,09,"CRC (CAL REHAB CTR, WOMEN)",285,474,759,500,151.8,842,TPOP1Ad0009.pdf
2000,09,CIW (CA INSTITUTION FOR WOMEN),1867,28,1895,1026,184.7,1742,TPOP1Ad0009.pdf
2000,09,WSP (WASCO SP),5859,13,5872,2984,196.8,5797,TPOP1Ad0009.pdf
2000,09,SCC (SIERRA CONSERVATION CENTER),6039,0,6039,3606,167.5,5869,TPOP1Ad0009.pdf
2000,09,SVSP (SALINAS VALLEY SP),4171,0,4171,2224,187.5,4156,TPOP1Ad0009.pdf
2000,09,RJD (RJ DONOVAN CORRECTIONAL FAC),4656,0,4656,2200,211.6,4673,TPOP1Ad0009.pdf
2000,09,PVSP (PLEASANT VALLEY SP),4639,0,4639,2208,210.1,4573,TPOP1Ad0009.pdf
2000,09,PBSP (PELICAN BAY SP),3389,1,3390,2280,148.7,3376,TPOP1Ad0009.pdf
2000,09,NKSP (NORTH KERN SP),4945,6,4951,2692,183.9,5089,TPOP1Ad0009.pdf
2000,09,MCSP (MULE CREEK SP),3497,0,3497,1700,205.7,3537,TPOP1Ad0009.pdf
2000,09,ISP (IRONWOOD SP),4609,0,4609,2200,209.5,4565,TPOP1Ad0009.pdf
2000,09,HDSP (HIGH DESERT SP),4354,3,4357,2224,195.9,4310,TPOP1Ad0009.pdf
2000,09,FOL (FOLSOM SP) (MALE),3822,0,3822,2072,184.5,3725,TPOP1Ad0009.pdf
2000,09,DVI (DEUEL VOCATIONAL INSTITUTION),3978,13,3991,1787,223.3,3909,TPOP1Ad0009.pdf
2000,09,CTF (CORRECTIONAL TRAINING FAC),7192,0,7192,4652,154.6,10242,TPOP1Ad0009.pdf
2000,09,CVSP (CHUCKAWALLA VALLEY SP),3542,0,3542,1738,203.8,3664,TPOP1Ad0009.pdf
2000,09,SATF (CA SUBSTANCE ABUSE TREAT FAC),6365,10,6375,3324,191.8,6570,TPOP1Ad0009.pdf
2000,09,"SOL (CA SP, SOLANO)",5822,0,5822,2610,223.1,5762,TPOP1Ad0009.pdf
2000,09,SQ (SAN QUENTIN SP),5888,16,5904,3273,180.4,5533,TPOP1Ad0009.pdf
2000,09,"SAC (CA SP, SACRAMENTO)",2986,0,2986,1728,172.8,3144,TPOP1Ad0009.pdf
2000,09,"LAC (CA SP, LOS ANGELES COUNTY)",4191,0,4191,2200,190.5,4140,TPOP1Ad0009.pdf
2000,09,"COR (CA SP, CORCORAN)",4921,0,4921,3016,163.2,5018,TPOP1Ad0009.pdf
2000,09,CEN (CENTINELA SP),4518,0,4518,2208,204.6,4573,TPOP1Ad0009.pdf
2000,09,CAL (CALIPATRIA SP),4173,0,4173,2208,189.0,4068,TPOP1Ad0009.pdf
2000,09,"CRC (CAL REHAB CTR, MEN)",2595,1405,4000,1814,220.5,3952,TPOP1Ad0009.pdf
2000,09,CMC (CA MEN'S COLONY),6793,0,6793,3884,174.9,6974,TPOP1Ad0009.pdf
2000,09,CMF (CA MEDICAL FAC),3033,0,3033,2315,131.0,3401,TPOP1Ad0009.pdf
2000,09,CIM (CA INSTITUTION FOR MEN),6356,60,6416,3078,208.4,6303,TPOP1Ad0009.pdf
2000,09,CCI (CA CORRECTIONAL INSTITUTION),5381,0,5381,2889,186.3,5744,TPOP1Ad0009.pdf
2000,09,CCC (CA CORRECTIONAL CENTER),5749,1,5750,3682,156.2,5642,TPOP1Ad0009.pdf
2000,09,ASP (AVENAL SP),6726,0,6726,2820,238.5,6870,TPOP1Ad0009.pdf
2000,10,VSP (VALLEY SP),3394,13,3407,1980,172.1,3503,TPOP1Ad0010.pdf
2000,10,SCC (SIERRA CONSERVATION CENTER),336,0,336,320,105.0,320,TPOP1Ad0010.pdf
2000,10,NCWF (NO CAL WOMEN'S FACIL),749,2,751,400,187.8,755,TPOP1Ad0010.pdf
2000,10,CCWF (CENTRAL CA WOMEN'S FAC),3363,7,3370,2004,168.2,3463,TPOP1Ad0010.pdf
2000,10,"CRC (CAL REHAB CTR, WOMEN)",320,476,796,500,159.2,842,TPOP1Ad0010.pdf
2000,10,CIW (CA INSTITUTION FOR WOMEN),1872,23,1895,1026,184.7,1742,TPOP1Ad0010.pdf
2000,10,WSP (WASCO SP),5920,20,5940,2984,199.1,5797,TPOP1Ad0010.pdf
2000,10,SCC (SIERRA CONSERVATION CENTER),5957,0,5957,3606,165.2,5869,TPOP1Ad0010.pdf
2000,10,SVSP (SALINAS VALLEY SP),4099,0,4099,2224,184.3,4156,TPOP1Ad0010.pdf
2000,10,RJD (RJ DONOVAN CORRECTIONAL FAC),4596,0,4596,2200,208.9,4673,TPOP1Ad0010.pdf
2000,10,PVSP (PLEASANT VALLEY SP),4628,0,4628,2208,209.6,4573,TPOP1Ad0010.pdf
2000,10,PBSP (PELICAN BAY SP),3360,0,3360,2280,147.4,3376,TPOP1Ad0010.pdf
2000,10,NKSP (NORTH KERN SP),5042,7,5049,2692,187.6,5089,TPOP1Ad0010.pdf
2000,10,MCSP (MULE CREEK SP),3452,0,3452,1700,203.1,3537,TPOP1Ad0010.pdf
2000,10,ISP (IRONWOOD SP),4604,0,4604,2200,209.3,4565,TPOP1Ad0010.pdf
2000,10,HDSP (HIGH DESERT SP),4286,1,4287,2224,192.8,4310,TPOP1Ad0010.pdf
2000,10,FOL (FOLSOM SP) (MALE),3889,0,3889,2072,187.7,3725,TPOP1Ad0010.pdf
2000,10,DVI (DEUEL VOCATIONAL INSTITUTION),3929,18,3947,1787,220.9,3909,TPOP1Ad0010.pdf
2000,10,CTF (CORRECTIONAL TRAINING FAC),7196,0,7196,3281,219.3,7161,TPOP1Ad0010.pdf
2000,10,CVSP (CHUCKAWALLA VALLEY SP),3591,0,3591,1738,206.6,3664,TPOP1Ad0010.pdf
2000,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),6385,13,6398,3324,192.5,6570,TPOP1Ad0010.pdf
2000,10,"SOL (CA SP, SOLANO)",5830,0,5830,2610,223.4,5762,TPOP1Ad0010.pdf
2000,10,SQ (SAN QUENTIN SP),5652,6,5658,3273,172.9,5533,TPOP1Ad0010.pdf
2000,10,"SAC (CA SP, SACRAMENTO)",2974,1,2975,1728,172.2,3042,TPOP1Ad0010.pdf
2000,10,"LAC (CA SP, LOS ANGELES COUNTY)",4184,0,4184,2200,190.2,4140,TPOP1Ad0010.pdf
2000,10,"COR (CA SP, CORCORAN)",4939,1,4940,3016,163.8,5140,TPOP1Ad0010.pdf
2000,10,CEN (CENTINELA SP),4497,0,4497,2208,203.7,4573,TPOP1Ad0010.pdf
2000,10,CAL (CALIPATRIA SP),4122,0,4122,2208,186.7,4068,TPOP1Ad0010.pdf
2000,10,"CRC (CAL REHAB CTR, MEN)",2638,1443,4081,1814,225.0,3952,TPOP1Ad0010.pdf
2000,10,CMC (CA MEN'S COLONY),6750,0,6750,3884,173.8,6974,TPOP1Ad0010.pdf
2000,10,CMF (CA MEDICAL FAC),3070,0,3070,2315,132.6,3401,TPOP1Ad0010.pdf
2000,10,CIM (CA INSTITUTION FOR MEN),6240,59,6299,3078,204.6,6303,TPOP1Ad0010.pdf
2000,10,CCI (CA CORRECTIONAL INSTITUTION),5473,0,5473,2781,196.8,5600,TPOP1Ad0010.pdf
2000,10,CCC (CA CORRECTIONAL CENTER),5886,0,5886,3682,159.9,5642,TPOP1Ad0010.pdf
2000,10,ASP (AVENAL SP),6826,1,6827,2920,233.8,6978,TPOP1Ad0010.pdf
2000,11,VSP (VALLEY SP),3286,4,3290,1980,166.2,3503,TPOP1Ad0011.pdf
2000,11,SCC (SIERRA CONSERVATION CENTER),323,0,323,320,100.9,320,TPOP1Ad0011.pdf
2000,11,NCWF (NO CAL WOMEN'S FACIL),723,1,724,400,181.0,755,TPOP1Ad0011.pdf
2000,11,CCWF (CENTRAL CA WOMEN'S FAC),3384,7,3391,2004,169.2,3463,TPOP1Ad0011.pdf
2000,11,"CRC (CAL REHAB CTR, WOMEN)",331,484,815,500,163.0,842,TPOP1Ad0011.pdf
2000,11,CIW (CA INSTITUTION FOR WOMEN),1976,23,1999,1026,194.8,1742,TPOP1Ad0011.pdf
2000,11,WSP (WASCO SP),5831,16,5847,2984,195.9,5797,TPOP1Ad0011.pdf
2000,11,SCC (SIERRA CONSERVATION CENTER),5991,0,5991,3606,166.1,5869,TPOP1Ad0011.pdf
2000,11,SVSP (SALINAS VALLEY SP),4101,0,4101,2224,184.4,4156,TPOP1Ad0011.pdf
2000,11,RJD (RJ DONOVAN CORRECTIONAL FAC),4631,0,4631,2200,210.5,4673,TPOP1Ad0011.pdf
2000,11,PVSP (PLEASANT VALLEY SP),4637,0,4637,2208,210.0,4573,TPOP1Ad0011.pdf
2000,11,PBSP (PELICAN BAY SP),3333,0,3333,2280,146.2,3376,TPOP1Ad0011.pdf
2000,11,NKSP (NORTH KERN SP),5006,5,5011,2692,186.1,5089,TPOP1Ad0011.pdf
2000,11,MCSP (MULE CREEK SP),3493,0,3493,1700,205.5,3537,TPOP1Ad0011.pdf
2000,11,ISP (IRONWOOD SP),4566,0,4566,2200,207.5,4565,TPOP1Ad0011.pdf
2000,11,HDSP (HIGH DESERT SP),4306,4,4310,2224,193.8,4310,TPOP1Ad0011.pdf
2000,11,FOL (FOLSOM SP) (MALE),3835,0,3835,2072,185.1,3725,TPOP1Ad0011.pdf
2000,11,DVI (DEUEL VOCATIONAL INSTITUTION),3840,22,3862,1787,216.1,3909,TPOP1Ad0011.pdf
2000,11,CTF (CORRECTIONAL TRAINING FAC),7118,0,7118,3281,216.9,7161,TPOP1Ad0011.pdf
2000,11,CVSP (CHUCKAWALLA VALLEY SP),3634,0,3634,1738,209.1,3664,TPOP1Ad0011.pdf
2000,11,SATF (CA SUBSTANCE ABUSE TREAT FAC),6350,12,6362,3324,191.4,6570,TPOP1Ad0011.pdf
2000,11,"SOL (CA SP, SOLANO)",5791,0,5791,2610,221.9,5762,TPOP1Ad0011.pdf
2000,11,SQ (SAN QUENTIN SP),5665,8,5673,3273,173.3,5533,TPOP1Ad0011.pdf
2000,11,"SAC (CA SP, SACRAMENTO)",2950,0,2950,1728,170.7,3042,TPOP1Ad0011.pdf
2000,11,"LAC (CA SP, LOS ANGELES COUNTY)",4150,0,4150,2200,188.6,4140,TPOP1Ad0011.pdf
2000,11,"COR (CA SP, CORCORAN)",4947,0,4947,3016,164.0,5140,TPOP1Ad0011.pdf
2000,11,CEN (CENTINELA SP),4483,0,4483,2208,203.0,4573,TPOP1Ad0011.pdf
2000,11,CAL (CALIPATRIA SP),4128,0,4128,2208,187.0,4068,TPOP1Ad0011.pdf
2000,11,"CRC (CAL REHAB CTR, MEN)",2662,1435,4097,1814,225.9,3952,TPOP1Ad0011.pdf
2000,11,CMC (CA MEN'S COLONY),6829,0,6829,3884,175.8,6974,TPOP1Ad0011.pdf
2000,11,CMF (CA MEDICAL FAC),3072,0,3072,2315,132.7,3401,TPOP1Ad0011.pdf
2000,11,CIM (CA INSTITUTION FOR MEN),6124,47,6171,3078,200.5,6303,TPOP1Ad0011.pdf
2000,11,CCI (CA CORRECTIONAL INSTITUTION),5532,0,5532,2781,198.9,5600,TPOP1Ad0011.pdf
2000,11,CCC (CA CORRECTIONAL CENTER),5833,0,5833,3682,158.4,5642,TPOP1Ad0011.pdf
2000,11,ASP (AVENAL SP),6818,0,6818,2920,233.5,6978,TPOP1Ad0011.pdf
2000,12,VSP (VALLEY SP),3332,14,3346,1980,169.0,3503,TPOP1Ad0012.pdf
2000,12,SCC (SIERRA CONSERVATION CENTER),339,0,339,320,105.9,320,TPOP1Ad0012.pdf
2000,12,NCWF (NO CAL WOMEN'S FACIL),729,3,732,400,183.0,755,TPOP1Ad0012.pdf
2000,12,CCWF (CENTRAL CA WOMEN'S FAC),3417,9,3426,2004,171.0,3463,TPOP1Ad0012.pdf
2000,12,"CRC (CAL REHAB CTR, WOMEN)",308,462,770,500,154.0,842,TPOP1Ad0012.pdf
2000,12,CIW (CA INSTITUTION FOR WOMEN),1918,17,1935,1026,188.6,1742,TPOP1Ad0012.pdf
2000,12,WSP (WASCO SP),5774,24,5798,2984,194.3,5797,TPOP1Ad0012.pdf
2000,12,SCC (SIERRA CONSERVATION CENTER),5979,0,5979,3606,165.8,5869,TPOP1Ad0012.pdf
2000,12,SVSP (SALINAS VALLEY SP),4104,0,4104,2224,184.5,4156,TPOP1Ad0012.pdf
2000,12,RJD (RJ DONOVAN CORRECTIONAL FAC),4597,0,4597,2200,209.0,4673,TPOP1Ad0012.pdf
2000,12,PVSP (PLEASANT VALLEY SP),4604,0,4604,2208,208.5,4573,TPOP1Ad0012.pdf
2000,12,PBSP (PELICAN BAY SP),3324,0,3324,2280,145.8,3376,TPOP1Ad0012.pdf
2000,12,NKSP (NORTH KERN SP),4893,4,4897,2692,181.9,5089,TPOP1Ad0012.pdf
2000,12,MCSP (MULE CREEK SP),3499,0,3499,1700,205.8,3537,TPOP1Ad0012.pdf
2000,12,ISP (IRONWOOD SP),4559,0,4559,2200,207.2,4565,TPOP1Ad0012.pdf
2000,12,HDSP (HIGH DESERT SP),4334,2,4336,2224,195.0,4310,TPOP1Ad0012.pdf
2000,12,FOL (FOLSOM SP) (MALE),3862,0,3862,2072,186.4,3725,TPOP1Ad0012.pdf
2000,12,DVI (DEUEL VOCATIONAL INSTITUTION),3853,31,3884,1787,217.3,3909,TPOP1Ad0012.pdf
2000,12,CTF (CORRECTIONAL TRAINING FAC),6648,0,6648,3281,202.6,7161,TPOP1Ad0012.pdf
2000,12,CVSP (CHUCKAWALLA VALLEY SP),3637,0,3637,1738,209.3,3664,TPOP1Ad0012.pdf
2000,12,SATF (CA SUBSTANCE ABUSE TREAT FAC),6078,12,6090,3324,183.2,6450,TPOP1Ad0012.pdf
2000,12,"SOL (CA SP, SOLANO)",5806,0,5806,2610,222.5,5762,TPOP1Ad0012.pdf
2000,12,SQ (SAN QUENTIN SP),5593,12,5605,3273,171.2,5533,TPOP1Ad0012.pdf
2000,12,"SAC (CA SP, SACRAMENTO)",3056,0,3056,1728,176.9,3182,TPOP1Ad0012.pdf
2000,12,"LAC (CA SP, LOS ANGELES COUNTY)",4322,0,4322,2200,196.5,4260,TPOP1Ad0012.pdf
2000,12,"COR (CA SP, CORCORAN)",4986,0,4986,3016,165.3,5140,TPOP1Ad0012.pdf
2000,12,CEN (CENTINELA SP),4479,0,4479,2208,202.9,4573,TPOP1Ad0012.pdf
2000,12,CAL (CALIPATRIA SP),4077,0,4077,2208,184.6,4068,TPOP1Ad0012.pdf
2000,12,"CRC (CAL REHAB CTR, MEN)",2705,1323,4028,1814,222.1,3952,TPOP1Ad0012.pdf
2000,12,CMC (CA MEN'S COLONY),6931,0,6931,3884,178.5,6974,TPOP1Ad0012.pdf
2000,12,CMF (CA MEDICAL FAC),3039,0,3039,2315,131.3,3401,TPOP1Ad0012.pdf
2000,12,CIM (CA INSTITUTION FOR MEN),6092,45,6137,3078,199.4,6303,TPOP1Ad0012.pdf
2000,12,CCI (CA CORRECTIONAL INSTITUTION),5504,0,5504,2781,197.9,5600,TPOP1Ad0012.pdf
2000,12,CCC (CA CORRECTIONAL CENTER),5753,0,5753,3682,156.2,5642,TPOP1Ad0012.pdf
2000,12,ASP (AVENAL SP),6895,0,6895,2920,236.1,6978,TPOP1Ad0012.pdf
2001,01,VSP (VALLEY SP),3271,8,3279,1980,165.6,3324,TPOP1Ad0101.pdf
