,year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity
2259,2001,6,NCWF (NO CAL WOMEN'S FACIL),783,2,785,400,196.3,755
2260,2001,6,CCWF (CENTRAL CA WOMEN'S FAC),3305,5,3310,2004,165.2,3386
2261,2001,6,"CRC (CAL REHAB CTR, WOMEN)",443,379,822,500,164.4,751
2262,2001,6,CIW (CA INSTITUTION FOR WOMEN),1768,10,1778,1026,173.3,1742
2263,2001,6,WSP (WASCO SP),5852,21,5873,2984,196.8,5797
2264,2001,6,SCC (SIERRA CONSERVATION CENTER),6055,0,6055,3606,167.9,5869
2265,2001,6,SVSP (SALINAS VALLEY SP),4196,0,4196,2224,188.7,4156
2266,2001,6,RJD (RJ DONOVAN CORRECTIONAL FAC),4526,0,4526,2200,205.7,4673
2267,2001,6,PVSP (PLEASANT VALLEY SP),4642,0,4642,2208,210.2,4573
2268,2001,6,PBSP (PELICAN BAY SP),3283,0,3283,2280,144.0,3384
2269,2001,6,NKSP (NORTH KERN SP),5059,4,5063,2692,188.1,5089
2270,2001,6,MCSP (MULE CREEK SP),3483,0,3483,1700,204.9,3537
2271,2001,6,ISP (IRONWOOD SP),4625,0,4625,2200,210.2,4565
2272,2001,6,HDSP (HIGH DESERT SP),4284,2,4286,2224,192.7,4310
2273,2001,6,FOL (FOLSOM SP) (MALE),3837,0,3837,2072,185.2,3725
2274,2001,6,DVI (DEUEL VOCATIONAL INSTITUTION),3811,14,3825,1787,214.0,3941
2275,2001,6,CTF (CORRECTIONAL TRAINING FAC),7002,0,7002,3281,213.4,7101
2276,2001,6,CVSP (CHUCKAWALLA VALLEY SP),3652,0,3652,1738,210.1,3664
2277,2001,6,SATF (CA SUBSTANCE ABUSE TREAT FAC),6327,7,6334,3324,190.6,6450
2278,2001,6,"SOL (CA SP, SOLANO)",5801,0,5801,2610,222.3,5852
2279,2001,6,SQ (SAN QUENTIN SP),5583,12,5595,3273,170.9,5533
2280,2001,6,"SAC (CA SP, SACRAMENTO)",2903,0,2903,1728,168.0,3042
2281,2001,6,"LAC (CA SP, LOS ANGELES COUNTY)",4123,0,4123,2200,187.4,4140
2282,2001,6,"COR (CA SP, CORCORAN)",4978,1,4979,3016,165.1,5019
2283,2001,6,CEN (CENTINELA SP),4385,0,4385,2208,198.6,4573
2284,2001,6,CAL (CALIPATRIA SP),4178,0,4178,2208,189.2,4068
2285,2001,6,"CRC (CAL REHAB CTR, MEN)",2731,1281,4012,1814,221.2,3952
2286,2001,6,CMC (CA MEN'S COLONY),6752,0,6752,3884,173.8,6724
2287,2001,6,CMF (CA MEDICAL FAC),3278,0,3278,2315,141.6,3401
2288,2001,6,CIM (CA INSTITUTION FOR MEN),6263,31,6294,3078,204.5,6303
2289,2001,6,CCI (CA CORRECTIONAL INSTITUTION),5595,0,5595,2781,201.2,5741
2290,2001,6,CCC (CA CORRECTIONAL CENTER),5809,0,5809,3682,157.8,5642
2291,2001,6,ASP (AVENAL SP),6867,0,6867,2920,235.2,6978
2292,2001,7,VSP (VALLEY SP),3185,7,3192,1980,161.2,3324
2293,2001,7,SCC (SIERRA CONSERVATION CENTER),328,0,328,320,102.5,320
2294,2001,7,NCWF (NO CAL WOMEN'S FACIL),734,0,734,400,183.5,755
2295,2001,7,CCWF (CENTRAL CA WOMEN'S FAC),3142,5,3147,2004,157.0,3386
2296,2001,7,"CRC (CAL REHAB CTR, WOMEN)",434,365,799,500,159.8,751
2297,2001,7,CIW (CA INSTITUTION FOR WOMEN),1779,7,1786,1026,174.1,1742
2298,2001,7,WSP (WASCO SP),5544,17,5561,2984,186.4,5797
2299,2001,7,SCC (SIERRA CONSERVATION CENTER),5972,0,5972,3606,165.6,5869
2300,2001,7,SVSP (SALINAS VALLEY SP),4223,0,4223,2224,189.9,4156
2301,2001,7,RJD (RJ DONOVAN CORRECTIONAL FAC),4627,0,4627,2200,210.3,4673
2302,2001,7,PVSP (PLEASANT VALLEY SP),4641,0,4641,2208,210.2,4573
2303,2001,7,PBSP (PELICAN BAY SP),3366,0,3366,2280,147.6,3494
2304,2001,7,NKSP (NORTH KERN SP),4917,3,4920,2692,182.8,5089
2305,2001,7,MCSP (MULE CREEK SP),3493,0,3493,1700,205.5,3697
2306,2001,7,ISP (IRONWOOD SP),4599,0,4599,2200,209.0,4565
2307,2001,7,HDSP (HIGH DESERT SP),4256,3,4259,2224,191.5,4310
2308,2001,7,FOL (FOLSOM SP) (MALE),3819,0,3819,2072,184.3,3725
2309,2001,7,DVI (DEUEL VOCATIONAL INSTITUTION),3811,18,3829,1787,214.3,3941
2310,2001,7,CTF (CORRECTIONAL TRAINING FAC),6503,0,6503,3281,198.2,6601
2311,2001,7,CVSP (CHUCKAWALLA VALLEY SP),3620,0,3620,1738,208.3,3664
2312,2001,7,SATF (CA SUBSTANCE ABUSE TREAT FAC),6326,7,6333,3324,190.5,6450
2313,2001,7,"SOL (CA SP, SOLANO)",5751,0,5751,2610,220.3,5852
2314,2001,7,SQ (SAN QUENTIN SP),5549,9,5558,3273,169.8,5533
2315,2001,7,"SAC (CA SP, SACRAMENTO)",3015,0,3015,1728,174.5,3042
2316,2001,7,"LAC (CA SP, LOS ANGELES COUNTY)",4124,0,4124,2200,187.5,4140
2317,2001,7,"COR (CA SP, CORCORAN)",5112,1,5113,3016,169.5,5140
2318,2001,7,CEN (CENTINELA SP),4450,0,4450,2208,201.5,4693
2319,2001,7,CAL (CALIPATRIA SP),4138,0,4138,2208,187.4,4068
2320,2001,7,"CRC (CAL REHAB CTR, MEN)",2697,1268,3965,1814,218.6,3952
2321,2001,7,CMC (CA MEN'S COLONY),6573,1,6574,3884,169.3,6604
2322,2001,7,CMF (CA MEDICAL FAC),3268,0,3268,2315,141.2,3401
2323,2001,7,CIM (CA INSTITUTION FOR MEN),6116,18,6134,3078,199.3,6303
2324,2001,7,CCI (CA CORRECTIONAL INSTITUTION),5544,0,5544,2781,199.4,5741
2325,2001,7,CCC (CA CORRECTIONAL CENTER),5880,0,5880,3682,159.7,5642
2326,2001,7,ASP (AVENAL SP),6852,0,6852,2920,234.7,6978
2327,2001,8,VSP (VALLEY SP),3120,7,3127,1980,157.9,3324
2328,2001,8,SCC (SIERRA CONSERVATION CENTER),329,0,329,320,102.8,320
2329,2001,8,NCWF (NO CAL WOMEN'S FACIL),736,2,738,400,184.5,670
2330,2001,8,CCWF (CENTRAL CA WOMEN'S FAC),3027,3,3030,2004,151.2,3333
2331,2001,8,"CRC (CAL REHAB CTR, WOMEN)",420,353,773,500,154.6,751
2332,2001,8,CIW (CA INSTITUTION FOR WOMEN),1827,8,1835,1026,178.8,1742
2333,2001,8,WSP (WASCO SP),5404,20,5424,2984,181.8,5797
2334,2001,8,SCC (SIERRA CONSERVATION CENTER),6041,0,6041,3606,167.5,5869
2335,2001,8,SVSP (SALINAS VALLEY SP),4141,0,4141,2224,186.2,4156
2336,2001,8,RJD (RJ DONOVAN CORRECTIONAL FAC),4362,0,4362,2200,198.3,4673
2337,2001,8,PVSP (PLEASANT VALLEY SP),4583,0,4583,2208,207.6,4573
2338,2001,8,PBSP (PELICAN BAY SP),3334,0,3334,2280,146.2,3494
2339,2001,8,NKSP (NORTH KERN SP),4508,3,4511,2692,167.6,5089
2340,2001,8,MCSP (MULE CREEK SP),3619,0,3619,1700,212.9,3697
2341,2001,8,ISP (IRONWOOD SP),4553,0,4553,2200,207.0,4445
2342,2001,8,HDSP (HIGH DESERT SP),4213,3,4216,2224,189.6,4310
2343,2001,8,FOL (FOLSOM SP) (MALE),3816,0,3816,2072,184.2,3725
2344,2001,8,DVI (DEUEL VOCATIONAL INSTITUTION),3766,6,3772,1787,211.1,3941
2345,2001,8,CTF (CORRECTIONAL TRAINING FAC),6480,0,6480,3281,197.5,6601
2346,2001,8,CVSP (CHUCKAWALLA VALLEY SP),3623,0,3623,1738,208.5,3664
2347,2001,8,SATF (CA SUBSTANCE ABUSE TREAT FAC),6418,7,6425,3324,193.3,6450
2348,2001,8,"SOL (CA SP, SOLANO)",5779,0,5779,2610,221.4,5852
2349,2001,8,SQ (SAN QUENTIN SP),5450,13,5463,3273,166.9,5533
2350,2001,8,"SAC (CA SP, SACRAMENTO)",3001,0,3001,1728,173.7,3042
2351,2001,8,"LAC (CA SP, LOS ANGELES COUNTY)",4122,0,4122,2200,187.4,4020
2352,2001,8,"COR (CA SP, CORCORAN)",5069,0,5069,3016,168.1,5140
2353,2001,8,CEN (CENTINELA SP),4435,0,4435,2208,200.9,4573
2354,2001,8,CAL (CALIPATRIA SP),4099,0,4099,2208,185.6,4068
2355,2001,8,"CRC (CAL REHAB CTR, MEN)",2762,1224,3986,1814,219.7,3952
2356,2001,8,CMC (CA MEN'S COLONY),6502,1,6503,3884,167.4,6604
2357,2001,8,CMF (CA MEDICAL FAC),3245,0,3245,2315,140.2,3401
2358,2001,8,CIM (CA INSTITUTION FOR MEN),6244,26,6270,3078,203.7,6303
2359,2001,8,CCI (CA CORRECTIONAL INSTITUTION),5433,0,5433,2781,195.4,5600
2360,2001,8,CCC (CA CORRECTIONAL CENTER),5850,0,5850,3682,158.9,5642
2361,2001,8,ASP (AVENAL SP),6908,0,6908,2920,236.6,6978
2362,2001,9,VSP (VALLEY SP),3057,5,3062,1980,154.6,3324
2363,2001,9,SCC (SIERRA CONSERVATION CENTER),325,0,325,320,101.6,320
2364,2001,9,NCWF (NO CAL WOMEN'S FACIL),638,0,638,400,159.5,670
2365,2001,9,CCWF (CENTRAL CA WOMEN'S FAC),3102,2,3104,2004,154.9,3280
2366,2001,9,"CRC (CAL REHAB CTR, WOMEN)",390,338,728,500,145.6,751
2367,2001,9,CIW (CA INSTITUTION FOR WOMEN),1886,9,1895,1026,184.7,1634
2368,2001,9,WSP (WASCO SP),5286,22,5308,2984,177.9,5565
2369,2001,9,SCC (SIERRA CONSERVATION CENTER),5934,0,5934,3606,164.6,5869
2370,2001,9,SVSP (SALINAS VALLEY SP),4096,0,4096,2224,184.2,4156
2371,2001,9,RJD (RJ DONOVAN CORRECTIONAL FAC),4471,0,4471,2200,203.2,4583
2372,2001,9,PVSP (PLEASANT VALLEY SP),4675,0,4675,2208,211.7,4573
2373,2001,9,PBSP (PELICAN BAY SP),3366,0,3366,2280,147.6,3494
2374,2001,9,NKSP (NORTH KERN SP),4535,3,4538,2692,168.6,4857
2375,2001,9,MCSP (MULE CREEK SP),3557,0,3557,1700,209.2,3697
2376,2001,9,ISP (IRONWOOD SP),4567,0,4567,2200,207.6,4445
2377,2001,9,HDSP (HIGH DESERT SP),4175,3,4178,2224,187.9,4310
2378,2001,9,FOL (FOLSOM SP) (MALE),3832,0,3832,2072,184.9,3725
2379,2001,9,DVI (DEUEL VOCATIONAL INSTITUTION),3927,11,3938,1787,220.4,3941
2380,2001,9,CTF (CORRECTIONAL TRAINING FAC),6427,0,6427,3281,195.9,6601
2381,2001,9,CVSP (CHUCKAWALLA VALLEY SP),3627,0,3627,1738,208.7,3664
2382,2001,9,SATF (CA SUBSTANCE ABUSE TREAT FAC),6443,8,6451,3324,194.1,6450
2383,2001,9,"SOL (CA SP, SOLANO)",5816,0,5816,2610,222.8,5852
2384,2001,9,SQ (SAN QUENTIN SP),5513,8,5521,3273,168.7,5383
2385,2001,9,"SAC (CA SP, SACRAMENTO)",2975,0,2975,1728,172.2,3042
2386,2001,9,"LAC (CA SP, LOS ANGELES COUNTY)",4108,0,4108,2200,186.7,4020
2387,2001,9,"COR (CA SP, CORCORAN)",5020,0,5020,3016,166.4,5140
2388,2001,9,CEN (CENTINELA SP),4445,1,4446,2208,201.4,4573
2389,2001,9,CAL (CALIPATRIA SP),3968,0,3968,2208,179.7,4068
2390,2001,9,"CRC (CAL REHAB CTR, MEN)",2796,1214,4010,1814,221.1,3952
2391,2001,9,CMC (CA MEN'S COLONY),6558,1,6559,3884,168.9,6604
2392,2001,9,CMF (CA MEDICAL FAC),3181,0,3181,2315,137.4,3401
2393,2001,9,CIM (CA INSTITUTION FOR MEN),6272,28,6300,3078,204.7,6065
2394,2001,9,CCI (CA CORRECTIONAL INSTITUTION),5197,0,5197,2781,186.9,5475
2395,2001,9,CCC (CA CORRECTIONAL CENTER),5907,0,5907,3682,160.4,5642
2396,2001,9,ASP (AVENAL SP),6801,0,6801,2920,232.9,6978
2397,2001,10,VSP (VALLEY SP),3053,7,3060,1980,154.5,3247
2398,2001,10,SCC (SIERRA CONSERVATION CENTER),318,0,318,320,99.4,320
2399,2001,10,NCWF (NO CAL WOMEN'S FACIL),626,2,628,400,157.0,630
2400,2001,10,CCWF (CENTRAL CA WOMEN'S FAC),3142,0,3142,2004,156.8,3028
2401,2001,10,"CRC (CAL REHAB CTR, WOMEN)",330,329,659,500,131.8,751
2402,2001,10,CIW (CA INSTITUTION FOR WOMEN),1892,6,1898,1026,185.0,1598
2403,2001,10,WSP (WASCO SP),5391,15,5406,2984,181.2,5445
2404,2001,10,SCC (SIERRA CONSERVATION CENTER),6017,0,6017,3606,166.9,5869
2405,2001,10,SVSP (SALINAS VALLEY SP),4247,0,4247,2224,191.0,4156
2406,2001,10,RJD (RJ DONOVAN CORRECTIONAL FAC),4561,0,4561,2200,207.3,4583
2407,2001,10,PVSP (PLEASANT VALLEY SP),4674,0,4674,2208,211.7,4573
2408,2001,10,PBSP (PELICAN BAY SP),3387,0,3387,2280,148.6,3494
2409,2001,10,NKSP (NORTH KERN SP),5037,22,5059,2692,187.9,4857
2410,2001,10,MCSP (MULE CREEK SP),3559,0,3559,1700,209.4,3697
2411,2001,10,ISP (IRONWOOD SP),4598,0,4598,2200,209.0,4445
2412,2001,10,HDSP (HIGH DESERT SP),4259,6,4265,2224,191.8,4190
2413,2001,10,FOL (FOLSOM SP) (MALE),3854,0,3854,2072,186.0,3725
2414,2001,10,DVI (DEUEL VOCATIONAL INSTITUTION),3900,8,3908,1787,218.7,3941
2415,2001,10,CTF (CORRECTIONAL TRAINING FAC),6013,0,6013,3281,183.3,6141
2416,2001,10,CVSP (CHUCKAWALLA VALLEY SP),3634,0,3634,1738,209.1,3664
2417,2001,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),6456,9,6465,3324,194.5,6450
2418,2001,10,"SOL (CA SP, SOLANO)",5810,1,5811,2610,222.6,5852
2419,2001,10,SQ (SAN QUENTIN SP),5550,11,5561,3273,169.9,5180
2420,2001,10,"SAC (CA SP, SACRAMENTO)",2988,0,2988,1728,172.9,3042
2421,2001,10,"LAC (CA SP, LOS ANGELES COUNTY)",4082,0,4082,2200,185.5,4020
2422,2001,10,"COR (CA SP, CORCORAN)",4964,0,4964,3016,164.6,5140
2423,2001,10,CEN (CENTINELA SP),4299,0,4299,2208,194.7,4453
2424,2001,10,CAL (CALIPATRIA SP),4078,0,4078,2208,184.7,4068
2425,2001,10,"CRC (CAL REHAB CTR, MEN)",2818,1164,3982,1814,219.5,3952
2426,2001,10,CMC (CA MEN'S COLONY),6562,0,6562,3884,168.9,6604
2427,2001,10,CMF (CA MEDICAL FAC),3250,0,3250,2315,140.4,3401
2428,2001,10,CIM (CA INSTITUTION FOR MEN),6236,22,6258,3078,203.3,6027
2429,2001,10,CCI (CA CORRECTIONAL INSTITUTION),5035,0,5035,2781,181.0,5475
2430,2001,10,CCC (CA CORRECTIONAL CENTER),5955,0,5955,3682,161.7,5642
2431,2001,10,ASP (AVENAL SP),6858,0,6858,2920,234.9,6878
2432,2001,11,VSP (VALLEY SP),3005,15,3020,1980,152.5,3247
2433,2001,11,SCC (SIERRA CONSERVATION CENTER),334,0,334,320,104.4,320
2434,2001,11,NCWF (NO CAL WOMEN'S FACIL),638,1,639,400,159.8,630
2435,2001,11,CCWF (CENTRAL CA WOMEN'S FAC),3107,1,3108,2004,155.1,3028
2436,2001,11,"CRC (CAL REHAB CTR, WOMEN)",339,320,659,500,131.8,751
2437,2001,11,CIW (CA INSTITUTION FOR WOMEN),1837,7,1844,1026,179.7,1564
2438,2001,11,WSP (WASCO SP),5588,10,5598,2984,187.6,5445
2439,2001,11,SCC (SIERRA CONSERVATION CENTER),6031,0,6031,3606,167.2,5869
2440,2001,11,SVSP (SALINAS VALLEY SP),4236,0,4236,2224,190.5,4156
2441,2001,11,RJD (RJ DONOVAN CORRECTIONAL FAC),4554,0,4554,2200,207.0,4673
2442,2001,11,PVSP (PLEASANT VALLEY SP),4670,0,4670,2208,211.5,4573
2443,2001,11,PBSP (PELICAN BAY SP),3336,0,3336,2280,146.3,3494
2444,2001,11,NKSP (NORTH KERN SP),4978,3,4981,2692,185.0,4857
2445,2001,11,MCSP (MULE CREEK SP),3632,0,3632,1700,213.6,3697
2446,2001,11,ISP (IRONWOOD SP),4650,0,4650,2200,211.4,4565
2447,2001,11,HDSP (HIGH DESERT SP),4178,6,4184,2224,188.1,4190
2448,2001,11,FOL (FOLSOM SP) (MALE),3750,0,3750,2072,181.0,3725
2449,2001,11,DVI (DEUEL VOCATIONAL INSTITUTION),3888,13,3901,1787,218.3,3941
2450,2001,11,CTF (CORRECTIONAL TRAINING FAC),5619,0,5619,2771,202.8,5631
2451,2001,11,CVSP (CHUCKAWALLA VALLEY SP),3641,0,3641,1738,209.5,3664
2452,2001,11,SATF (CA SUBSTANCE ABUSE TREAT FAC),6474,7,6481,3324,195.0,6450
2453,2001,11,"SOL (CA SP, SOLANO)",5833,0,5833,2610,223.5,5852
2454,2001,11,SQ (SAN QUENTIN SP),5594,19,5613,3273,171.5,5533
2455,2001,11,"SAC (CA SP, SACRAMENTO)",3000,0,3000,1728,173.6,3042
2456,2001,11,"LAC (CA SP, LOS ANGELES COUNTY)",4130,0,4130,2200,187.7,4020
2457,2001,11,"COR (CA SP, CORCORAN)",5090,0,5090,3016,168.8,5140
2458,2001,11,CEN (CENTINELA SP),4257,0,4257,2208,192.8,4453
2459,2001,11,CAL (CALIPATRIA SP),4053,0,4053,2208,183.6,4068
2460,2001,11,"CRC (CAL REHAB CTR, MEN)",2877,1106,3983,1814,219.6,3952
2461,2001,11,CMC (CA MEN'S COLONY),6592,0,6592,3884,169.7,6604
2462,2001,11,CMF (CA MEDICAL FAC),3246,0,3246,2315,140.2,3401
2463,2001,11,CIM (CA INSTITUTION FOR MEN),6205,29,6234,3078,202.5,6027
2464,2001,11,CCI (CA CORRECTIONAL INSTITUTION),4895,0,4895,2781,176.0,5475
2465,2001,11,CCC (CA CORRECTIONAL CENTER),5846,0,5846,3682,158.8,5642
2466,2001,11,ASP (AVENAL SP),6918,0,6918,2920,236.9,6978
2467,2001,12,VSP (VALLEY SP),2920,5,2925,1980,147.7,3247
2468,2001,12,SCC (SIERRA CONSERVATION CENTER),318,0,318,320,99.4,320
2469,2001,12,NCWF (NO CAL WOMEN'S FACIL),620,2,622,400,155.5,630
2470,2001,12,CCWF (CENTRAL CA WOMEN'S FAC),3052,3,3055,2004,152.4,2925
2471,2001,12,"CRC (CAL REHAB CTR, WOMEN)",361,311,672,500,134.4,751
2472,2001,12,CIW (CA INSTITUTION FOR WOMEN),1720,7,1727,1026,168.3,1564
2473,2001,12,WSP (WASCO SP),5635,11,5646,2984,189.2,5445
2474,2001,12,SCC (SIERRA CONSERVATION CENTER),6023,0,6023,3606,167.0,5869
2475,2001,12,SVSP (SALINAS VALLEY SP),4159,0,4159,2224,187.0,4156
2476,2001,12,RJD (RJ DONOVAN CORRECTIONAL FAC),4600,0,4600,2200,209.1,4673
2477,2001,12,PVSP (PLEASANT VALLEY SP),4601,0,4601,2208,208.4,4573
2478,2001,12,PBSP (PELICAN BAY SP),3260,0,3260,2280,143.0,3384
2479,2001,12,NKSP (NORTH KERN SP),4910,3,4913,2692,182.5,4857
2480,2001,12,MCSP (MULE CREEK SP),3604,0,3604,1700,212.0,3697
2481,2001,12,ISP (IRONWOOD SP),4623,0,4623,2200,210.1,4565
2482,2001,12,HDSP (HIGH DESERT SP),4158,6,4164,2224,187.2,4190
2483,2001,12,FOL (FOLSOM SP) (MALE),3743,0,3743,2072,180.6,3725
2484,2001,12,DVI (DEUEL VOCATIONAL INSTITUTION),4003,11,4014,1787,224.6,3941
2485,2001,12,CTF (CORRECTIONAL TRAINING FAC),5572,0,5572,2771,201.1,5631
2486,2001,12,CVSP (CHUCKAWALLA VALLEY SP),3600,0,3600,1738,207.1,3664
2487,2001,12,SATF (CA SUBSTANCE ABUSE TREAT FAC),6387,7,6394,3324,192.4,6450
2488,2001,12,"SOL (CA SP, SOLANO)",5811,0,5811,2610,222.6,5852
2489,2001,12,SQ (SAN QUENTIN SP),5580,8,5588,3273,170.7,5533
2490,2001,12,"SAC (CA SP, SACRAMENTO)",2909,0,2909,1728,168.3,3042
2491,2001,12,"LAC (CA SP, LOS ANGELES COUNTY)",4087,0,4087,2200,185.8,4020
2492,2001,12,"COR (CA SP, CORCORAN)",4978,0,4978,3016,165.1,5140
2493,2001,12,CEN (CENTINELA SP),4183,0,4183,2208,189.4,4453
2494,2001,12,CAL (CALIPATRIA SP),4119,0,4119,2208,186.5,4068
2495,2001,12,"CRC (CAL REHAB CTR, MEN)",2857,1084,3941,1814,217.3,3952
2496,2001,12,CMC (CA MEN'S COLONY),6592,0,6592,3884,169.7,6604
2497,2001,12,CMF (CA MEDICAL FAC),3219,0,3219,2315,139.0,3401
2498,2001,12,CIM (CA INSTITUTION FOR MEN),6242,32,6274,3078,203.8,6027
2499,2001,12,CCI (CA CORRECTIONAL INSTITUTION),5079,0,5079,2781,182.6,5475
2500,2001,12,CCC (CA CORRECTIONAL CENTER),5765,0,5765,3682,156.6,5642
2501,2001,12,ASP (AVENAL SP),6478,0,6478,2920,221.8,6778
2502,2002,1,VSP (VALLEY SP),3037,3,3040,1980,153.5,3247
2503,2002,1,SCC (SIERRA CONSERVATION CENTER),295,0,295,320,92.2,320
2504,2002,1,NCWF (NO CAL WOMEN'S FACIL),628,0,628,400,157.0,630
2505,2002,1,CCWF (CENTRAL CA WOMEN'S FAC),3009,2,3011,2004,150.2,2925
2506,2002,1,"CRC (CAL REHAB CTR, WOMEN)",345,314,659,500,131.8,680
2507,2002,1,CIW (CA INSTITUTION FOR WOMEN),1652,8,1660,1026,161.8,1564
2508,2002,1,WSP (WASCO SP),5941,27,5968,2984,200.0,5677
2509,2002,1,SCC (SIERRA CONSERVATION CENTER),6068,0,6068,3606,168.3,5869
2510,2002,1,SVSP (SALINAS VALLEY SP),4230,0,4230,2224,190.2,4156
2511,2002,1,RJD (RJ DONOVAN CORRECTIONAL FAC),4599,0,4599,2200,209.0,4673
2512,2002,1,PVSP (PLEASANT VALLEY SP),4633,0,4633,2208,209.8,4573
2513,2002,1,PBSP (PELICAN BAY SP),3205,0,3205,2280,140.6,3384
2514,2002,1,NKSP (NORTH KERN SP),5044,2,5046,2692,187.4,4857
2515,2002,1,MCSP (MULE CREEK SP),3589,0,3589,1700,211.1,3697
2516,2002,1,ISP (IRONWOOD SP),4544,0,4544,2200,206.5,4565
2517,2002,1,HDSP (HIGH DESERT SP),4167,6,4173,2224,187.6,4140
2518,2002,1,FOL (FOLSOM SP) (MALE),3704,0,3704,2072,178.8,3725
2519,2002,1,DVI (DEUEL VOCATIONAL INSTITUTION),4006,13,4019,1787,224.9,3941
2520,2002,1,CTF (CORRECTIONAL TRAINING FAC),5534,0,5534,2771,199.7,5631
2521,2002,1,CVSP (CHUCKAWALLA VALLEY SP),3547,0,3547,1738,204.1,3664
2522,2002,1,SATF (CA SUBSTANCE ABUSE TREAT FAC),6346,6,6352,3324,191.1,6330
2523,2002,1,"SOL (CA SP, SOLANO)",5876,0,5876,2610,225.1,5852
2524,2002,1,SQ (SAN QUENTIN SP),5585,8,5593,3273,170.9,5533
2525,2002,1,"SAC (CA SP, SACRAMENTO)",2895,0,2895,1728,167.5,3042
2526,2002,1,"LAC (CA SP, LOS ANGELES COUNTY)",4048,0,4048,2200,184.0,4020
2527,2002,1,"COR (CA SP, CORCORAN)",4795,0,4795,3016,159.0,4904
2528,2002,1,CEN (CENTINELA SP),4218,0,4218,2208,191.0,4453
2529,2002,1,CAL (CALIPATRIA SP),3959,0,3959,2208,179.3,4068
2530,2002,1,"CRC (CAL REHAB CTR, MEN)",2787,1068,3855,1814,212.5,3756
2531,2002,1,CMC (CA MEN'S COLONY),6504,0,6504,3884,167.5,6604
2532,2002,1,CMF (CA MEDICAL FAC),3235,0,3235,2315,139.7,3401
2533,2002,1,CIM (CA INSTITUTION FOR MEN),6463,30,6493,3078,210.9,6128
2534,2002,1,CCI (CA CORRECTIONAL INSTITUTION),5293,0,5293,2781,190.3,5450
2535,2002,1,CCC (CA CORRECTIONAL CENTER),5687,0,5687,3682,154.5,5642
2536,2002,1,ASP (AVENAL SP),6257,0,6257,2920,214.3,6378
2537,2002,2,VSP (VALLEY SP),2983,9,2992,1980,151.1,3247
2538,2002,2,SCC (SIERRA CONSERVATION CENTER),293,0,293,320,91.6,320
2539,2002,2,NCWF (NO CAL WOMEN'S FACIL),626,1,627,400,156.8,630
2540,2002,2,CCWF (CENTRAL CA WOMEN'S FAC),2996,1,2997,2004,149.6,2925
2541,2002,2,"CRC (CAL REHAB CTR, WOMEN)",306,314,620,500,124.0,680
2542,2002,2,CIW (CA INSTITUTION FOR WOMEN),1616,8,1624,1026,158.3,1564
2543,2002,2,WSP (WASCO SP),5990,33,6023,2984,201.8,5677
2544,2002,2,SCC (SIERRA CONSERVATION CENTER),6020,0,6020,3606,166.9,5869
2545,2002,2,SVSP (SALINAS VALLEY SP),4213,0,4213,2224,189.4,4156
2546,2002,2,RJD (RJ DONOVAN CORRECTIONAL FAC),4606,0,4606,2200,209.4,4673
2547,2002,2,PVSP (PLEASANT VALLEY SP),4622,0,4622,2208,209.3,4573
2548,2002,2,PBSP (PELICAN BAY SP),3180,0,3180,2280,139.5,3384
2549,2002,2,NKSP (NORTH KERN SP),5035,1,5036,2692,187.1,4857
2550,2002,2,MCSP (MULE CREEK SP),3630,0,3630,1700,213.5,3671
2551,2002,2,ISP (IRONWOOD SP),4633,0,4633,2200,210.6,4445
2552,2002,2,HDSP (HIGH DESERT SP),4136,6,4142,2224,186.2,4140
2553,2002,2,FOL (FOLSOM SP) (MALE),3692,0,3692,2072,178.2,3725
2554,2002,2,DVI (DEUEL VOCATIONAL INSTITUTION),4062,5,4067,1787,227.6,3941
2555,2002,2,CTF (CORRECTIONAL TRAINING FAC),5284,0,5284,2771,190.7,5631
2556,2002,2,CVSP (CHUCKAWALLA VALLEY SP),3578,0,3578,1738,205.9,3664
2557,2002,2,SATF (CA SUBSTANCE ABUSE TREAT FAC),6317,7,6324,3324,190.3,6505
2558,2002,2,"SOL (CA SP, SOLANO)",5840,0,5840,2610,223.8,5852
2559,2002,2,SQ (SAN QUENTIN SP),5732,13,5745,3273,175.5,5533
2560,2002,2,"SAC (CA SP, SACRAMENTO)",2881,0,2881,1728,166.7,2992
2561,2002,2,"LAC (CA SP, LOS ANGELES COUNTY)",3992,0,3992,2200,181.5,3980
2562,2002,2,"COR (CA SP, CORCORAN)",4705,0,4705,3016,156.0,4904
2563,2002,2,CEN (CENTINELA SP),4117,0,4117,2208,186.5,4308
2564,2002,2,CAL (CALIPATRIA SP),4029,0,4029,2208,182.5,4068
2565,2002,2,"CRC (CAL REHAB CTR, MEN)",2629,1062,3691,1814,203.5,3756
2566,2002,2,CMC (CA MEN'S COLONY),6578,0,6578,3884,169.4,6604
2567,2002,2,CMF (CA MEDICAL FAC),3246,0,3246,2315,140.2,3401
2568,2002,2,CIM (CA INSTITUTION FOR MEN),6445,32,6477,3078,210.4,6128
2569,2002,2,CCI (CA CORRECTIONAL INSTITUTION),5296,0,5296,2781,190.4,5450
2570,2002,2,CCC (CA CORRECTIONAL CENTER),5706,0,5706,3682,155.0,5642
